Gene_Symbol,Probe_ID_GPL570,Probe_ID_GPL96,Mapping_Status,Platform_Source,Gene_Title,Mapping_Confidence
GENE_11293,probe_gpl570_11293,probe_gpl96_11293,Shared,GPL570 & GPL96,Gene 11293,High
GENE_11294,probe_gpl570_11294,probe_gpl96_11294,Shared,GPL570 & GPL96,Gene 11294,High
GENE_11295,probe_gpl570_11295,probe_gpl96_11295,Shared,GPL570 & GPL96,Gene 11295,High
GENE_11296,probe_gpl570_11296,probe_gpl96_11296,Shared,GPL570 & GPL96,Gene 11296,High
GENE_11297,probe_gpl570_11297,probe_gpl96_11297,Shared,GPL570 & GPL96,Gene 11297,High
GENE_11298,probe_gpl570_11298,probe_gpl96_11298,Shared,GPL570 & GPL96,Gene 11298,High
GENE_11299,probe_gpl570_11299,probe_gpl96_11299,Shared,GPL570 & GPL96,Gene 11299,High
GENE_11300,probe_gpl570_11300,probe_gpl96_11300,Shared,GPL570 & GPL96,Gene 11300,High
GENE_11301,probe_gpl570_11301,probe_gpl96_11301,Shared,GPL570 & GPL96,Gene 11301,High
GENE_11302,probe_gpl570_11302,probe_gpl96_11302,Shared,GPL570 & GPL96,Gene 11302,High
GENE_11303,probe_gpl570_11303,probe_gpl96_11303,Shared,GPL570 & GPL96,Gene 11303,High
GENE_11304,probe_gpl570_11304,probe_gpl96_11304,Shared,GPL570 & GPL96,Gene 11304,High
GENE_11305,probe_gpl570_11305,probe_gpl96_11305,Shared,GPL570 & GPL96,Gene 11305,High
GENE_11306,probe_gpl570_11306,probe_gpl96_11306,Shared,GPL570 & GPL96,Gene 11306,High
GENE_11307,probe_gpl570_11307,probe_gpl96_11307,Shared,GPL570 & GPL96,Gene 11307,High
GENE_11308,probe_gpl570_11308,probe_gpl96_11308,Shared,GPL570 & GPL96,Gene 11308,High
GENE_11309,probe_gpl570_11309,probe_gpl96_11309,Shared,GPL570 & GPL96,Gene 11309,High
GENE_11310,probe_gpl570_11310,probe_gpl96_11310,Shared,GPL570 & GPL96,Gene 11310,High
GENE_11311,probe_gpl570_11311,probe_gpl96_11311,Shared,GPL570 & GPL96,Gene 11311,High
GENE_11312,probe_gpl570_11312,probe_gpl96_11312,Shared,GPL570 & GPL96,Gene 11312,High
GENE_11313,probe_gpl570_11313,probe_gpl96_11313,Shared,GPL570 & GPL96,Gene 11313,High
GENE_11314,probe_gpl570_11314,probe_gpl96_11314,Shared,GPL570 & GPL96,Gene 11314,High
GENE_11315,probe_gpl570_11315,probe_gpl96_11315,Shared,GPL570 & GPL96,Gene 11315,High
GENE_11316,probe_gpl570_11316,probe_gpl96_11316,Shared,GPL570 & GPL96,Gene 11316,High
GENE_11317,probe_gpl570_11317,probe_gpl96_11317,Shared,GPL570 & GPL96,Gene 11317,High
GENE_11318,probe_gpl570_11318,probe_gpl96_11318,Shared,GPL570 & GPL96,Gene 11318,High
GENE_11319,probe_gpl570_11319,probe_gpl96_11319,Shared,GPL570 & GPL96,Gene 11319,High
GENE_11320,probe_gpl570_11320,probe_gpl96_11320,Shared,GPL570 & GPL96,Gene 11320,High
GENE_11321,probe_gpl570_11321,probe_gpl96_11321,Shared,GPL570 & GPL96,Gene 11321,High
GENE_11322,probe_gpl570_11322,probe_gpl96_11322,Shared,GPL570 & GPL96,Gene 11322,High
GENE_11323,probe_gpl570_11323,probe_gpl96_11323,Shared,GPL570 & GPL96,Gene 11323,High
GENE_11324,probe_gpl570_11324,probe_gpl96_11324,Shared,GPL570 & GPL96,Gene 11324,High
GENE_11325,probe_gpl570_11325,probe_gpl96_11325,Shared,GPL570 & GPL96,Gene 11325,High
GENE_11326,probe_gpl570_11326,probe_gpl96_11326,Shared,GPL570 & GPL96,Gene 11326,High
GENE_11327,probe_gpl570_11327,probe_gpl96_11327,Shared,GPL570 & GPL96,Gene 11327,High
GENE_11328,probe_gpl570_11328,probe_gpl96_11328,Shared,GPL570 & GPL96,Gene 11328,High
GENE_11329,probe_gpl570_11329,probe_gpl96_11329,Shared,GPL570 & GPL96,Gene 11329,High
GENE_11330,probe_gpl570_11330,probe_gpl96_11330,Shared,GPL570 & GPL96,Gene 11330,High
GENE_11331,probe_gpl570_11331,probe_gpl96_11331,Shared,GPL570 & GPL96,Gene 11331,High
GENE_11332,probe_gpl570_11332,probe_gpl96_11332,Shared,GPL570 & GPL96,Gene 11332,High
GENE_11333,probe_gpl570_11333,probe_gpl96_11333,Shared,GPL570 & GPL96,Gene 11333,High
GENE_11334,probe_gpl570_11334,probe_gpl96_11334,Shared,GPL570 & GPL96,Gene 11334,High
GENE_11335,probe_gpl570_11335,probe_gpl96_11335,Shared,GPL570 & GPL96,Gene 11335,High
GENE_11336,probe_gpl570_11336,probe_gpl96_11336,Shared,GPL570 & GPL96,Gene 11336,High
GENE_11337,probe_gpl570_11337,probe_gpl96_11337,Shared,GPL570 & GPL96,Gene 11337,High
GENE_11338,probe_gpl570_11338,probe_gpl96_11338,Shared,GPL570 & GPL96,Gene 11338,High
GENE_11339,probe_gpl570_11339,probe_gpl96_11339,Shared,GPL570 & GPL96,Gene 11339,High
GENE_11340,probe_gpl570_11340,probe_gpl96_11340,Shared,GPL570 & GPL96,Gene 11340,High
GENE_11341,probe_gpl570_11341,probe_gpl96_11341,Shared,GPL570 & GPL96,Gene 11341,High
GENE_11342,probe_gpl570_11342,probe_gpl96_11342,Shared,GPL570 & GPL96,Gene 11342,High
GENE_11343,probe_gpl570_11343,probe_gpl96_11343,Shared,GPL570 & GPL96,Gene 11343,High
GENE_11344,probe_gpl570_11344,probe_gpl96_11344,Shared,GPL570 & GPL96,Gene 11344,High
GENE_11345,probe_gpl570_11345,probe_gpl96_11345,Shared,GPL570 & GPL96,Gene 11345,High
GENE_11346,probe_gpl570_11346,probe_gpl96_11346,Shared,GPL570 & GPL96,Gene 11346,High
GENE_11347,probe_gpl570_11347,probe_gpl96_11347,Shared,GPL570 & GPL96,Gene 11347,High
GENE_11348,probe_gpl570_11348,probe_gpl96_11348,Shared,GPL570 & GPL96,Gene 11348,High
GENE_11349,probe_gpl570_11349,probe_gpl96_11349,Shared,GPL570 & GPL96,Gene 11349,High
GENE_11350,probe_gpl570_11350,probe_gpl96_11350,Shared,GPL570 & GPL96,Gene 11350,High
GENE_11351,probe_gpl570_11351,probe_gpl96_11351,Shared,GPL570 & GPL96,Gene 11351,High
GENE_11352,probe_gpl570_11352,probe_gpl96_11352,Shared,GPL570 & GPL96,Gene 11352,High
GENE_11353,probe_gpl570_11353,probe_gpl96_11353,Shared,GPL570 & GPL96,Gene 11353,High
GENE_11354,probe_gpl570_11354,probe_gpl96_11354,Shared,GPL570 & GPL96,Gene 11354,High
GENE_11355,probe_gpl570_11355,probe_gpl96_11355,Shared,GPL570 & GPL96,Gene 11355,High
GENE_11356,probe_gpl570_11356,probe_gpl96_11356,Shared,GPL570 & GPL96,Gene 11356,High
GENE_11357,probe_gpl570_11357,probe_gpl96_11357,Shared,GPL570 & GPL96,Gene 11357,High
GENE_11358,probe_gpl570_11358,probe_gpl96_11358,Shared,GPL570 & GPL96,Gene 11358,High
GENE_11359,probe_gpl570_11359,probe_gpl96_11359,Shared,GPL570 & GPL96,Gene 11359,High
GENE_11360,probe_gpl570_11360,probe_gpl96_11360,Shared,GPL570 & GPL96,Gene 11360,High
GENE_11361,probe_gpl570_11361,probe_gpl96_11361,Shared,GPL570 & GPL96,Gene 11361,High
GENE_11362,probe_gpl570_11362,probe_gpl96_11362,Shared,GPL570 & GPL96,Gene 11362,High
GENE_11363,probe_gpl570_11363,probe_gpl96_11363,Shared,GPL570 & GPL96,Gene 11363,High
GENE_11364,probe_gpl570_11364,probe_gpl96_11364,Shared,GPL570 & GPL96,Gene 11364,High
GENE_11365,probe_gpl570_11365,probe_gpl96_11365,Shared,GPL570 & GPL96,Gene 11365,High
GENE_11366,probe_gpl570_11366,probe_gpl96_11366,Shared,GPL570 & GPL96,Gene 11366,High
GENE_11367,probe_gpl570_11367,probe_gpl96_11367,Shared,GPL570 & GPL96,Gene 11367,High
GENE_11368,probe_gpl570_11368,probe_gpl96_11368,Shared,GPL570 & GPL96,Gene 11368,High
GENE_11369,probe_gpl570_11369,probe_gpl96_11369,Shared,GPL570 & GPL96,Gene 11369,High
GENE_11370,probe_gpl570_11370,probe_gpl96_11370,Shared,GPL570 & GPL96,Gene 11370,High
GENE_11371,probe_gpl570_11371,probe_gpl96_11371,Shared,GPL570 & GPL96,Gene 11371,High
GENE_11372,probe_gpl570_11372,probe_gpl96_11372,Shared,GPL570 & GPL96,Gene 11372,High
GENE_11373,probe_gpl570_11373,probe_gpl96_11373,Shared,GPL570 & GPL96,Gene 11373,High
GENE_11374,probe_gpl570_11374,probe_gpl96_11374,Shared,GPL570 & GPL96,Gene 11374,High
GENE_11375,probe_gpl570_11375,probe_gpl96_11375,Shared,GPL570 & GPL96,Gene 11375,High
GENE_11376,probe_gpl570_11376,probe_gpl96_11376,Shared,GPL570 & GPL96,Gene 11376,High
GENE_11377,probe_gpl570_11377,probe_gpl96_11377,Shared,GPL570 & GPL96,Gene 11377,High
GENE_11378,probe_gpl570_11378,probe_gpl96_11378,Shared,GPL570 & GPL96,Gene 11378,High
GENE_11379,probe_gpl570_11379,probe_gpl96_11379,Shared,GPL570 & GPL96,Gene 11379,High
GENE_11380,probe_gpl570_11380,probe_gpl96_11380,Shared,GPL570 & GPL96,Gene 11380,High
GENE_11381,probe_gpl570_11381,probe_gpl96_11381,Shared,GPL570 & GPL96,Gene 11381,High
GENE_11382,probe_gpl570_11382,probe_gpl96_11382,Shared,GPL570 & GPL96,Gene 11382,High
GENE_11383,probe_gpl570_11383,probe_gpl96_11383,Shared,GPL570 & GPL96,Gene 11383,High
GENE_11384,probe_gpl570_11384,probe_gpl96_11384,Shared,GPL570 & GPL96,Gene 11384,High
GENE_11385,probe_gpl570_11385,probe_gpl96_11385,Shared,GPL570 & GPL96,Gene 11385,High
GENE_11386,probe_gpl570_11386,probe_gpl96_11386,Shared,GPL570 & GPL96,Gene 11386,High
GENE_11387,probe_gpl570_11387,probe_gpl96_11387,Shared,GPL570 & GPL96,Gene 11387,High
GENE_11388,probe_gpl570_11388,probe_gpl96_11388,Shared,GPL570 & GPL96,Gene 11388,High
GENE_11389,probe_gpl570_11389,probe_gpl96_11389,Shared,GPL570 & GPL96,Gene 11389,High
GENE_11390,probe_gpl570_11390,probe_gpl96_11390,Shared,GPL570 & GPL96,Gene 11390,High
GENE_11391,probe_gpl570_11391,probe_gpl96_11391,Shared,GPL570 & GPL96,Gene 11391,High
GENE_11392,probe_gpl570_11392,probe_gpl96_11392,Shared,GPL570 & GPL96,Gene 11392,High
GENE_11393,probe_gpl570_11393,probe_gpl96_11393,Shared,GPL570 & GPL96,Gene 11393,High
GENE_11394,probe_gpl570_11394,probe_gpl96_11394,Shared,GPL570 & GPL96,Gene 11394,High
GENE_11395,probe_gpl570_11395,probe_gpl96_11395,Shared,GPL570 & GPL96,Gene 11395,High
GENE_11396,probe_gpl570_11396,probe_gpl96_11396,Shared,GPL570 & GPL96,Gene 11396,High
GENE_11397,probe_gpl570_11397,probe_gpl96_11397,Shared,GPL570 & GPL96,Gene 11397,High
GENE_11398,probe_gpl570_11398,probe_gpl96_11398,Shared,GPL570 & GPL96,Gene 11398,High
GENE_11399,probe_gpl570_11399,probe_gpl96_11399,Shared,GPL570 & GPL96,Gene 11399,High
GENE_11400,probe_gpl570_11400,probe_gpl96_11400,Shared,GPL570 & GPL96,Gene 11400,High
GENE_11401,probe_gpl570_11401,probe_gpl96_11401,Shared,GPL570 & GPL96,Gene 11401,High
GENE_11402,probe_gpl570_11402,probe_gpl96_11402,Shared,GPL570 & GPL96,Gene 11402,High
GENE_11403,probe_gpl570_11403,probe_gpl96_11403,Shared,GPL570 & GPL96,Gene 11403,High
GENE_11404,probe_gpl570_11404,probe_gpl96_11404,Shared,GPL570 & GPL96,Gene 11404,High
GENE_11405,probe_gpl570_11405,probe_gpl96_11405,Shared,GPL570 & GPL96,Gene 11405,High
GENE_11406,probe_gpl570_11406,probe_gpl96_11406,Shared,GPL570 & GPL96,Gene 11406,High
GENE_11407,probe_gpl570_11407,probe_gpl96_11407,Shared,GPL570 & GPL96,Gene 11407,High
GENE_11408,probe_gpl570_11408,probe_gpl96_11408,Shared,GPL570 & GPL96,Gene 11408,High
GENE_11409,probe_gpl570_11409,probe_gpl96_11409,Shared,GPL570 & GPL96,Gene 11409,High
GENE_11410,probe_gpl570_11410,probe_gpl96_11410,Shared,GPL570 & GPL96,Gene 11410,High
GENE_11411,probe_gpl570_11411,probe_gpl96_11411,Shared,GPL570 & GPL96,Gene 11411,High
GENE_11412,probe_gpl570_11412,probe_gpl96_11412,Shared,GPL570 & GPL96,Gene 11412,High
GENE_11413,probe_gpl570_11413,probe_gpl96_11413,Shared,GPL570 & GPL96,Gene 11413,High
GENE_11414,probe_gpl570_11414,probe_gpl96_11414,Shared,GPL570 & GPL96,Gene 11414,High
GENE_11415,probe_gpl570_11415,probe_gpl96_11415,Shared,GPL570 & GPL96,Gene 11415,High
GENE_11416,probe_gpl570_11416,probe_gpl96_11416,Shared,GPL570 & GPL96,Gene 11416,High
GENE_11417,probe_gpl570_11417,probe_gpl96_11417,Shared,GPL570 & GPL96,Gene 11417,High
GENE_11418,probe_gpl570_11418,probe_gpl96_11418,Shared,GPL570 & GPL96,Gene 11418,High
GENE_11419,probe_gpl570_11419,probe_gpl96_11419,Shared,GPL570 & GPL96,Gene 11419,High
GENE_11420,probe_gpl570_11420,probe_gpl96_11420,Shared,GPL570 & GPL96,Gene 11420,High
GENE_11421,probe_gpl570_11421,probe_gpl96_11421,Shared,GPL570 & GPL96,Gene 11421,High
GENE_11422,probe_gpl570_11422,probe_gpl96_11422,Shared,GPL570 & GPL96,Gene 11422,High
GENE_11423,probe_gpl570_11423,probe_gpl96_11423,Shared,GPL570 & GPL96,Gene 11423,High
GENE_11424,probe_gpl570_11424,probe_gpl96_11424,Shared,GPL570 & GPL96,Gene 11424,High
GENE_11425,probe_gpl570_11425,probe_gpl96_11425,Shared,GPL570 & GPL96,Gene 11425,High
GENE_11426,probe_gpl570_11426,probe_gpl96_11426,Shared,GPL570 & GPL96,Gene 11426,High
GENE_11427,probe_gpl570_11427,probe_gpl96_11427,Shared,GPL570 & GPL96,Gene 11427,High
GENE_11428,probe_gpl570_11428,probe_gpl96_11428,Shared,GPL570 & GPL96,Gene 11428,High
GENE_11429,probe_gpl570_11429,probe_gpl96_11429,Shared,GPL570 & GPL96,Gene 11429,High
GENE_11430,probe_gpl570_11430,probe_gpl96_11430,Shared,GPL570 & GPL96,Gene 11430,High
GENE_11431,probe_gpl570_11431,probe_gpl96_11431,Shared,GPL570 & GPL96,Gene 11431,High
GENE_11432,probe_gpl570_11432,probe_gpl96_11432,Shared,GPL570 & GPL96,Gene 11432,High
GENE_11433,probe_gpl570_11433,probe_gpl96_11433,Shared,GPL570 & GPL96,Gene 11433,High
GENE_11434,probe_gpl570_11434,probe_gpl96_11434,Shared,GPL570 & GPL96,Gene 11434,High
GENE_11435,probe_gpl570_11435,probe_gpl96_11435,Shared,GPL570 & GPL96,Gene 11435,High
GENE_11436,probe_gpl570_11436,probe_gpl96_11436,Shared,GPL570 & GPL96,Gene 11436,High
GENE_11437,probe_gpl570_11437,probe_gpl96_11437,Shared,GPL570 & GPL96,Gene 11437,High
GENE_11438,probe_gpl570_11438,probe_gpl96_11438,Shared,GPL570 & GPL96,Gene 11438,High
GENE_11439,probe_gpl570_11439,probe_gpl96_11439,Shared,GPL570 & GPL96,Gene 11439,High
GENE_11440,probe_gpl570_11440,probe_gpl96_11440,Shared,GPL570 & GPL96,Gene 11440,High
GENE_11441,probe_gpl570_11441,probe_gpl96_11441,Shared,GPL570 & GPL96,Gene 11441,High
GENE_11442,probe_gpl570_11442,probe_gpl96_11442,Shared,GPL570 & GPL96,Gene 11442,High
GENE_11443,probe_gpl570_11443,probe_gpl96_11443,Shared,GPL570 & GPL96,Gene 11443,High
GENE_11444,probe_gpl570_11444,probe_gpl96_11444,Shared,GPL570 & GPL96,Gene 11444,High
GENE_11445,probe_gpl570_11445,probe_gpl96_11445,Shared,GPL570 & GPL96,Gene 11445,High
GENE_11446,probe_gpl570_11446,probe_gpl96_11446,Shared,GPL570 & GPL96,Gene 11446,High
GENE_11447,probe_gpl570_11447,probe_gpl96_11447,Shared,GPL570 & GPL96,Gene 11447,High
GENE_11448,probe_gpl570_11448,probe_gpl96_11448,Shared,GPL570 & GPL96,Gene 11448,High
GENE_11449,probe_gpl570_11449,probe_gpl96_11449,Shared,GPL570 & GPL96,Gene 11449,High
GENE_11450,probe_gpl570_11450,probe_gpl96_11450,Shared,GPL570 & GPL96,Gene 11450,High
GENE_11451,probe_gpl570_11451,probe_gpl96_11451,Shared,GPL570 & GPL96,Gene 11451,High
GENE_11452,probe_gpl570_11452,probe_gpl96_11452,Shared,GPL570 & GPL96,Gene 11452,High
GENE_11453,probe_gpl570_11453,probe_gpl96_11453,Shared,GPL570 & GPL96,Gene 11453,High
GENE_11454,probe_gpl570_11454,probe_gpl96_11454,Shared,GPL570 & GPL96,Gene 11454,High
GENE_11455,probe_gpl570_11455,probe_gpl96_11455,Shared,GPL570 & GPL96,Gene 11455,High
GENE_11456,probe_gpl570_11456,probe_gpl96_11456,Shared,GPL570 & GPL96,Gene 11456,High
GENE_11457,probe_gpl570_11457,probe_gpl96_11457,Shared,GPL570 & GPL96,Gene 11457,High
GENE_11458,probe_gpl570_11458,probe_gpl96_11458,Shared,GPL570 & GPL96,Gene 11458,High
GENE_11459,probe_gpl570_11459,probe_gpl96_11459,Shared,GPL570 & GPL96,Gene 11459,High
GENE_11460,probe_gpl570_11460,probe_gpl96_11460,Shared,GPL570 & GPL96,Gene 11460,High
GENE_11461,probe_gpl570_11461,probe_gpl96_11461,Shared,GPL570 & GPL96,Gene 11461,High
GENE_11462,probe_gpl570_11462,probe_gpl96_11462,Shared,GPL570 & GPL96,Gene 11462,High
GENE_11463,probe_gpl570_11463,probe_gpl96_11463,Shared,GPL570 & GPL96,Gene 11463,High
GENE_11464,probe_gpl570_11464,probe_gpl96_11464,Shared,GPL570 & GPL96,Gene 11464,High
GENE_11465,probe_gpl570_11465,probe_gpl96_11465,Shared,GPL570 & GPL96,Gene 11465,High
GENE_11466,probe_gpl570_11466,probe_gpl96_11466,Shared,GPL570 & GPL96,Gene 11466,High
GENE_11467,probe_gpl570_11467,probe_gpl96_11467,Shared,GPL570 & GPL96,Gene 11467,High
GENE_11468,probe_gpl570_11468,probe_gpl96_11468,Shared,GPL570 & GPL96,Gene 11468,High
GENE_11469,probe_gpl570_11469,probe_gpl96_11469,Shared,GPL570 & GPL96,Gene 11469,High
GENE_11470,probe_gpl570_11470,probe_gpl96_11470,Shared,GPL570 & GPL96,Gene 11470,High
GENE_11471,probe_gpl570_11471,probe_gpl96_11471,Shared,GPL570 & GPL96,Gene 11471,High
GENE_11472,probe_gpl570_11472,probe_gpl96_11472,Shared,GPL570 & GPL96,Gene 11472,High
GENE_11473,probe_gpl570_11473,probe_gpl96_11473,Shared,GPL570 & GPL96,Gene 11473,High
GENE_11474,probe_gpl570_11474,probe_gpl96_11474,Shared,GPL570 & GPL96,Gene 11474,High
GENE_11475,probe_gpl570_11475,probe_gpl96_11475,Shared,GPL570 & GPL96,Gene 11475,High
GENE_11476,probe_gpl570_11476,probe_gpl96_11476,Shared,GPL570 & GPL96,Gene 11476,High
GENE_11477,probe_gpl570_11477,probe_gpl96_11477,Shared,GPL570 & GPL96,Gene 11477,High
GENE_11478,probe_gpl570_11478,probe_gpl96_11478,Shared,GPL570 & GPL96,Gene 11478,High
GENE_11479,probe_gpl570_11479,probe_gpl96_11479,Shared,GPL570 & GPL96,Gene 11479,High
GENE_11480,probe_gpl570_11480,probe_gpl96_11480,Shared,GPL570 & GPL96,Gene 11480,High
GENE_11481,probe_gpl570_11481,probe_gpl96_11481,Shared,GPL570 & GPL96,Gene 11481,High
GENE_11482,probe_gpl570_11482,probe_gpl96_11482,Shared,GPL570 & GPL96,Gene 11482,High
GENE_11483,probe_gpl570_11483,probe_gpl96_11483,Shared,GPL570 & GPL96,Gene 11483,High
GENE_11484,probe_gpl570_11484,probe_gpl96_11484,Shared,GPL570 & GPL96,Gene 11484,High
GENE_11485,probe_gpl570_11485,probe_gpl96_11485,Shared,GPL570 & GPL96,Gene 11485,High
GENE_11486,probe_gpl570_11486,probe_gpl96_11486,Shared,GPL570 & GPL96,Gene 11486,High
GENE_11487,probe_gpl570_11487,probe_gpl96_11487,Shared,GPL570 & GPL96,Gene 11487,High
GENE_11488,probe_gpl570_11488,probe_gpl96_11488,Shared,GPL570 & GPL96,Gene 11488,High
GENE_11489,probe_gpl570_11489,probe_gpl96_11489,Shared,GPL570 & GPL96,Gene 11489,High
GENE_11490,probe_gpl570_11490,probe_gpl96_11490,Shared,GPL570 & GPL96,Gene 11490,High
GENE_11491,probe_gpl570_11491,probe_gpl96_11491,Shared,GPL570 & GPL96,Gene 11491,High
GENE_11492,probe_gpl570_11492,probe_gpl96_11492,Shared,GPL570 & GPL96,Gene 11492,High
GENE_11493,probe_gpl570_11493,probe_gpl96_11493,Shared,GPL570 & GPL96,Gene 11493,High
GENE_11494,probe_gpl570_11494,probe_gpl96_11494,Shared,GPL570 & GPL96,Gene 11494,High
GENE_11495,probe_gpl570_11495,probe_gpl96_11495,Shared,GPL570 & GPL96,Gene 11495,High
GENE_11496,probe_gpl570_11496,probe_gpl96_11496,Shared,GPL570 & GPL96,Gene 11496,High
GENE_11497,probe_gpl570_11497,probe_gpl96_11497,Shared,GPL570 & GPL96,Gene 11497,High
GENE_11498,probe_gpl570_11498,probe_gpl96_11498,Shared,GPL570 & GPL96,Gene 11498,High
GENE_11499,probe_gpl570_11499,probe_gpl96_11499,Shared,GPL570 & GPL96,Gene 11499,High
GENE_11500,probe_gpl570_11500,probe_gpl96_11500,Shared,GPL570 & GPL96,Gene 11500,High
GENE_11501,probe_gpl570_11501,probe_gpl96_11501,Shared,GPL570 & GPL96,Gene 11501,High
GENE_11502,probe_gpl570_11502,probe_gpl96_11502,Shared,GPL570 & GPL96,Gene 11502,High
GENE_11503,probe_gpl570_11503,probe_gpl96_11503,Shared,GPL570 & GPL96,Gene 11503,High
GENE_11504,probe_gpl570_11504,probe_gpl96_11504,Shared,GPL570 & GPL96,Gene 11504,High
GENE_11505,probe_gpl570_11505,probe_gpl96_11505,Shared,GPL570 & GPL96,Gene 11505,High
GENE_11506,probe_gpl570_11506,probe_gpl96_11506,Shared,GPL570 & GPL96,Gene 11506,High
GENE_11507,probe_gpl570_11507,probe_gpl96_11507,Shared,GPL570 & GPL96,Gene 11507,High
GENE_11508,probe_gpl570_11508,probe_gpl96_11508,Shared,GPL570 & GPL96,Gene 11508,High
GENE_11509,probe_gpl570_11509,probe_gpl96_11509,Shared,GPL570 & GPL96,Gene 11509,High
GENE_11510,probe_gpl570_11510,probe_gpl96_11510,Shared,GPL570 & GPL96,Gene 11510,High
GENE_11511,probe_gpl570_11511,probe_gpl96_11511,Shared,GPL570 & GPL96,Gene 11511,High
GENE_11512,probe_gpl570_11512,probe_gpl96_11512,Shared,GPL570 & GPL96,Gene 11512,High
GENE_11513,probe_gpl570_11513,probe_gpl96_11513,Shared,GPL570 & GPL96,Gene 11513,High
GENE_11514,probe_gpl570_11514,probe_gpl96_11514,Shared,GPL570 & GPL96,Gene 11514,High
GENE_11515,probe_gpl570_11515,probe_gpl96_11515,Shared,GPL570 & GPL96,Gene 11515,High
GENE_11516,probe_gpl570_11516,probe_gpl96_11516,Shared,GPL570 & GPL96,Gene 11516,High
GENE_11517,probe_gpl570_11517,probe_gpl96_11517,Shared,GPL570 & GPL96,Gene 11517,High
GENE_11518,probe_gpl570_11518,probe_gpl96_11518,Shared,GPL570 & GPL96,Gene 11518,High
GENE_11519,probe_gpl570_11519,probe_gpl96_11519,Shared,GPL570 & GPL96,Gene 11519,High
GENE_11520,probe_gpl570_11520,probe_gpl96_11520,Shared,GPL570 & GPL96,Gene 11520,High
GENE_11521,probe_gpl570_11521,probe_gpl96_11521,Shared,GPL570 & GPL96,Gene 11521,High
GENE_11522,probe_gpl570_11522,probe_gpl96_11522,Shared,GPL570 & GPL96,Gene 11522,High
GENE_11523,probe_gpl570_11523,probe_gpl96_11523,Shared,GPL570 & GPL96,Gene 11523,High
GENE_11524,probe_gpl570_11524,probe_gpl96_11524,Shared,GPL570 & GPL96,Gene 11524,High
GENE_11525,probe_gpl570_11525,probe_gpl96_11525,Shared,GPL570 & GPL96,Gene 11525,High
GENE_11526,probe_gpl570_11526,probe_gpl96_11526,Shared,GPL570 & GPL96,Gene 11526,High
GENE_11527,probe_gpl570_11527,probe_gpl96_11527,Shared,GPL570 & GPL96,Gene 11527,High
GENE_11528,probe_gpl570_11528,probe_gpl96_11528,Shared,GPL570 & GPL96,Gene 11528,High
GENE_11529,probe_gpl570_11529,probe_gpl96_11529,Shared,GPL570 & GPL96,Gene 11529,High
GENE_11530,probe_gpl570_11530,probe_gpl96_11530,Shared,GPL570 & GPL96,Gene 11530,High
GENE_11531,probe_gpl570_11531,probe_gpl96_11531,Shared,GPL570 & GPL96,Gene 11531,High
GENE_11532,probe_gpl570_11532,probe_gpl96_11532,Shared,GPL570 & GPL96,Gene 11532,High
GENE_11533,probe_gpl570_11533,probe_gpl96_11533,Shared,GPL570 & GPL96,Gene 11533,High
GENE_11534,probe_gpl570_11534,probe_gpl96_11534,Shared,GPL570 & GPL96,Gene 11534,High
GENE_11535,probe_gpl570_11535,probe_gpl96_11535,Shared,GPL570 & GPL96,Gene 11535,High
GENE_11536,probe_gpl570_11536,probe_gpl96_11536,Shared,GPL570 & GPL96,Gene 11536,High
GENE_11537,probe_gpl570_11537,probe_gpl96_11537,Shared,GPL570 & GPL96,Gene 11537,High
GENE_11538,probe_gpl570_11538,probe_gpl96_11538,Shared,GPL570 & GPL96,Gene 11538,High
GENE_11539,probe_gpl570_11539,probe_gpl96_11539,Shared,GPL570 & GPL96,Gene 11539,High
GENE_11540,probe_gpl570_11540,probe_gpl96_11540,Shared,GPL570 & GPL96,Gene 11540,High
GENE_11541,probe_gpl570_11541,probe_gpl96_11541,Shared,GPL570 & GPL96,Gene 11541,High
GENE_11542,probe_gpl570_11542,probe_gpl96_11542,Shared,GPL570 & GPL96,Gene 11542,High
GENE_11543,probe_gpl570_11543,probe_gpl96_11543,Shared,GPL570 & GPL96,Gene 11543,High
GENE_11544,probe_gpl570_11544,probe_gpl96_11544,Shared,GPL570 & GPL96,Gene 11544,High
GENE_11545,probe_gpl570_11545,probe_gpl96_11545,Shared,GPL570 & GPL96,Gene 11545,High
GENE_11546,probe_gpl570_11546,probe_gpl96_11546,Shared,GPL570 & GPL96,Gene 11546,High
GENE_11547,probe_gpl570_11547,probe_gpl96_11547,Shared,GPL570 & GPL96,Gene 11547,High
GENE_11548,probe_gpl570_11548,probe_gpl96_11548,Shared,GPL570 & GPL96,Gene 11548,High
GENE_11549,probe_gpl570_11549,probe_gpl96_11549,Shared,GPL570 & GPL96,Gene 11549,High
GENE_11550,probe_gpl570_11550,probe_gpl96_11550,Shared,GPL570 & GPL96,Gene 11550,High
GENE_11551,probe_gpl570_11551,probe_gpl96_11551,Shared,GPL570 & GPL96,Gene 11551,High
GENE_11552,probe_gpl570_11552,probe_gpl96_11552,Shared,GPL570 & GPL96,Gene 11552,High
GENE_11553,probe_gpl570_11553,probe_gpl96_11553,Shared,GPL570 & GPL96,Gene 11553,High
GENE_11554,probe_gpl570_11554,probe_gpl96_11554,Shared,GPL570 & GPL96,Gene 11554,High
